,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,is_red
1360,0.505795189001795,0.06804041978281314,0.2003920471878415,-0.16942723443430907,0.5214273034268083,-0.46619251712773346,-0.2574968202071955,0.12896336975105666,-0.46076217237620365,-0.5792065221278776,0.4477626275616524,5,1
1186,-0.9879839676054811,1.520524328409595,-1.237420891384922,3.732701384742145,-0.1799455207574017,-0.9443463560547672,-1.0481299666838535,-0.23674607965410951,1.3534356977871564,-0.9332849835331836,1.6680368640905352,5,1
1611,1.5942651128080036,-0.18099174501966547,1.2875942251146149,-0.23492171326957187,-0.2642325998287553,-0.9589944295436422,-0.902736968484364,0.024283916733542295,-0.45214131277641595,-1.3131310429421315,-0.3366670072928885,6,0
3508,-0.18344507695203105,0.11667378761439007,0.9570360640919388,1.5594050630426353,0.37662467868634497,-0.31214111914199527,1.003426777966625,1.5590921731724265,-0.3196779847279137,0.7023940542934126,-1.1493481247059845,5,0
767,-0.06493106430136242,-0.776322810287777,0.2132802017909171,-0.944765273129346,-0.8135388385559842,-1.664652586345439,-2.17351279945169,-0.7615111600924567,0.14394366344184267,0.9652886321937013,0.31347788663758885,6,0
700,1.831293138109343,1.2081140739392617,3.0230245704836647,1.322790543089377,-0.17268156004088375,-0.370945965542145,1.3799529501050922,1.3283693633809701,-0.8495312969219228,1.3158147360607528,-0.6617394542581272,5,0
3326,-0.30195908960270074,-1.0739883429218329,-0.44783612025443503,-0.9053295198038032,-0.17268156004088375,1.5696139656627959,0.9328281206906626,-0.6645407038032851,-0.2534463207036641,-0.6120788352080293,-0.2553988955515792,5,0
4753,-1.6056132287600597,-1.1732101871331848,-0.6131152007657733,-0.9644831497921176,-0.6304367589802412,-0.01811688714124663,-0.902736968484364,-1.0925482350106641,1.6010402719753674,2.4550245736286693,1.2074271157919942,6,0
151,0.505795189001795,-0.043689111650016335,3.743573931527866,0.6109984894009818,11.105780832024887,1.5420536063658086,0.6851811621303582,1.5122991131530483,-3.700401226239349,7.918676551599458,-0.9602461068947519,4,1
4634,-1.2500711908080528,0.11667378761439007,0.37855928230225533,0.8495615031828607,-0.35578363961662685,0.8051509624608495,-0.05555308117281325,-0.12284367211898611,-0.5183729768006685,0.8776571062269384,0.5572822218615168,6,0
1033,-0.4709065672414237,0.23563471693205673,-0.9806685809254999,0.0434161447934977,0.03259169869235881,-0.17930021377151317,-0.5919954591011661,-0.43815128367428885,-0.07200548591262876,-0.4021672914252252,-0.021573617257149028,6,1
915,0.16107692209242377,-1.1889168088365174,0.6625462060148014,-0.24037502751024437,-0.1799455207574017,-1.2312386594109874,-1.2305837697169284,-0.8621622395063289,-0.2663838291444162,0.06993732378184937,1.3864351171992553,6,1
1305,-0.4709065672414237,0.45909377979771565,-0.05636026327158051,-0.45321840673805114,-0.30746785242725816,0.7770074640825544,1.262951538401762,-0.3321485447162935,-0.07200548591262876,-0.7562457528305305,-0.5847771110397104,5,1
4841,-1.3685852034587214,-0.5778791218650733,-0.6957547410214424,-1.0433546564432035,0.19352259911060218,3.627783589668036,0.8622294634147001,-1.0156406317468205,1.667271935999617,1.140551684127227,0.4760141101202075,6,0
515,-0.894529152856046,0.3151174760370941,-0.6131152007657733,-0.826458013152717,0.23929811900453762,-0.4297508119422947,0.6739663773454665,-0.47728740890006377,1.2036502878298607,-0.1739212053742153,-0.09286267206895914,6,0
2986,-0.18344507695203105,-0.9747664987104812,-0.44783612025443503,0.7509721198690033,-0.3100081197226911,-0.370945965542145,-0.5497436821045512,0.2215686381494276,-0.5183729768006685,-0.3491842573077406,0.31347788663758885,7,0
509,2.861370012882501,-1.3285787231275543,2.4598123792307556,0.18531173094536857,-0.0736769110325213,0.6813766962971477,-0.10545198434629977,0.982285418363013,-1.7566177939214629,0.1289504006827337,0.9170988723804538,7,1
233,0.40912498630131416,-0.4786572776537213,0.37855928230225533,1.5594050630426353,0.5597267582620881,1.1579800408617478,1.3093542928291295,1.2949312750053987,-0.6508363048491708,-0.4368157832745035,-1.230616236447294,6,0
3040,-0.6575011275547077,-0.776322810287777,0.2959197420465862,1.0664581464733476,-0.035355000359076724,1.334394580062197,-0.19675039572473838,0.388759080027321,0.07771199941759302,-1.225499516975369,0.23220977489627956,5,0
4845,-0.30195908960270074,1.0096703855165579,-0.3651965799987663,-0.7870222598271741,4.130217309989076,-1.1942138151442412,-1.0674671687949433,-0.2231579372456999,-0.05475132863090923,0.9652886321937013,-0.8242756777407458,5,0
3015,0.40912498630131416,0.41433932024844616,-0.2825570397430972,0.36647352494495905,-1.17974299770747,-1.2530186615443908,-0.8086054254497472,-0.13621890746922946,-1.3131529450916792,-0.4368157832745035,0.7198184453441369,6,0
748,-0.6432657006961093,-0.1554186430828458,-0.4671639600066559,-0.31132282058617994,-0.34997529631721036,-0.37056174934232666,-0.47035959041244957,0.45757186052085386,1.3534356977871564,0.36500270828627035,-0.772511608967232,6,1
3492,-1.0130431655067145,0.017451943403038586,-0.5304756605101041,1.7960195829958934,-0.4473346794044984,-0.2533362727418455,-0.10261885269012162,0.01759629905842062,0.011480335393340427,-0.4368157832745035,2.0201082332050904,7,0
2497,-0.06493106430136242,-0.6771009660764253,0.2132802017909171,2.3086843762279528,0.010420519534859058,-0.1945314263416958,-0.1261517384487758,1.9971311308924695,0.5413336475873495,-0.08628967940745241,-1.3931524599299125,5,0
1310,-0.4709065672414237,0.45909377979771565,-0.05636026327158051,-0.45321840673805114,-0.30746785242725816,0.7770074640825544,1.262951538401762,-0.3321485447162935,-0.07200548591262876,-0.7562457528305305,-0.5847771110397104,5,1
3431,0.2906109736506445,-0.9747664987104812,0.4611988225579245,1.7467248913389646,0.056196039428794836,0.5699315768602506,0.4621704055175789,1.8165654536643698,1.0049552957571057,2.4550245736286693,-1.1493481247059845,6,0
1553,-0.5858126562112143,1.1574033512528992,-1.3914722776605752,-0.24037502751024437,-0.15869179881242562,0.20322285737011386,-0.561586491928987,0.47877240831247647,0.6407151059372652,-0.3431542145243409,-0.9602461068947519,5,1
660,0.2906109736506445,0.017451943403038586,-0.6131152007657733,-0.8856116431410317,0.14774707921666638,-1.3706283543446902,-1.2321973691055226,-0.20978270189549367,-0.2534463207036641,-0.9626049390750804,-0.9055437894820552,5,0
518,-1.1315571781573832,-1.4708757197672406,-0.44783612025443503,-0.8856116431410317,0.19352259911060218,-0.9001895831434925,-1.4204604551747562,-0.744792115904671,1.6010402719753674,1.3158147360607528,0.23220977489627956,6,0
793,-1.1315571781573832,-0.3794354334423695,-0.2825570397430972,-0.8658937664782601,-0.5846612390863054,-0.4297508119422947,-1.0910000545535974,-0.5943207182146003,1.3361136158783629,1.7539723658945663,0.31347788663758885,7,0
3088,-0.6575011275547077,0.9104485413052057,0.2959197420465862,-0.9644831497921176,-0.9966409181317272,-1.3706283543446902,-1.4675262266920643,-1.7613100025221635,-1.6443112652129361,-0.8749734131083174,1.4512314510159237,6,0
4668,-1.0130431655067145,-1.0739883429218329,-0.034638418976089824,-0.07717869996739986,-0.4473346794044984,-0.31214111914199527,-0.643875225139168,-0.13621890746922946,0.8724919677086036,0.7900255802601756,-0.2960329514222331,7,0
471,0.7356073669413762,0.06804041978281314,0.76524713019857,-0.09847944135837348,-0.13743807686744955,0.8726382318679612,0.1682287202033126,0.1342635066989329,-0.7199332966852555,0.30598963138538604,0.9170988723804538,6,1
2785,-0.538987114904038,-0.3794354334423695,-0.6957547410214424,2.722759786146154,1.7041147556104816,-0.01811688714124663,0.4386375197589247,1.9168797187910838,-0.12098299265516183,0.08897337252607336,-1.1493481247059845,5,0
2919,-0.538987114904038,-1.1732101871331848,-0.11727795923175896,0.4650629082588166,-0.35578363961662685,0.15829765205920254,-0.4791450248285886,0.15469246139828507,0.011480335393340427,-0.6997103611747921,0.1509416631549688,5,0
3307,3.0164332646160332,-0.3794354334423695,-0.3651965799987663,0.4157682166018878,-0.40155915951056265,5.215514442472078,1.6388146934502883,-0.0258732158298146,-1.9092379213099406,-0.9626049390750804,0.3947459983788982,3,0
2632,-0.06493106430136242,1.6050014507846693,-1.1089524422997876,1.894608966309751,0.8801553975196382,1.510809119262646,1.1210912067598962,1.6092493057357835,-0.3859096487521663,-0.3491842573077406,-1.5556886834125325,5,0
4536,0.5276389989519829,0.017451943403038586,1.7007919263929605,1.2833547897638342,0.14774707921666638,1.5696139656627959,0.32097309096565374,1.462121716883255,-0.8495312969219228,-0.3491842573077406,-1.1493481247059845,6,0
1618,-0.538987114904038,0.9104485413052057,1.2875942251146149,1.36222629641492,-0.035355000359076724,1.0403703480614483,2.4624656950031847,1.3952455401321127,-0.3196779847279137,-0.08628967940745241,-1.636956795153842,6,0
896,-0.011282211362261343,-1.2168491916947248,0.6111957439229169,-0.09847944135837348,-0.20119924270237777,0.1075920895847071,-0.10545198434629977,-1.22257155196356,-0.007212704835364363,0.660068092790692,1.9496386109818167,7,1
3308,-0.538987114904038,0.7120048528825017,-0.44783612025443503,1.2242011597755194,-0.3100081197226911,-0.9589944295436422,-0.3379477102766635,0.45563525677846356,0.07771199941759302,-0.5244473092412664,0.06967355141365948,6,0
251,-0.7007187451810049,0.40322901408130096,-1.3914722776605752,-0.5241661998139866,-0.2862141304822821,0.011961321799300349,-0.3791326888959121,0.24026624565692817,1.029471792400843,0.2469765544845017,-0.49090986207595044,6,1
1209,-1.2177961455450617,-0.7699310659634073,0.8165975922904545,-0.38227061366211557,-0.34997529631721036,-0.17930021377151317,-0.6832223606177036,-1.3073737431299326,0.8998862302463171,1.2501988617995345,0.7293643744529322,7,1
674,-0.538987114904038,0.41433932024844616,1.370233765370284,0.8495615031828607,0.056196039428794836,1.2755897336620472,1.59174892193298,0.9271123028740778,-0.7170679688734205,0.9652886321937013,-0.9055437894820552,5,0
4577,-0.6575011275547077,-1.272432031344537,0.048001121279579305,0.9875866398222616,0.19352259911060218,-0.6061653511427438,-0.9968685115189807,1.17455415685332,0.14394366344184267,0.001341846559310476,-0.41793511903419783,6,0
4883,-2.3166973046640735,1.9026669834187249,-1.3568710630667946,-0.8856116431410317,-0.49311019929843386,1.4520042728624964,0.226841547931037,-1.4670548248171067,0.5413336475873495,-1.225499516975369,0.8010865570854462,6,0
2684,-0.30195908960270074,-0.6771009660764253,-0.3651965799987663,-0.9053295198038032,-0.9050898783438557,-0.01811688714124663,-0.24381616724204674,-0.734760689392007,1.2036502878298607,-0.08628967940745241,0.5572822218615168,6,0
1128,0.9654195448809574,-0.5464720030977487,0.30309297137161045,0.1143639378694333,0.16011403036221528,1.1595305352241814,1.2933605055739412,0.8762826794049589,-0.5903477345307295,0.1289504006827337,-0.3970426131121905,5,1
846,-0.30195908960270074,-0.5778791218650733,0.2959197420465862,1.7763017063331217,-0.49311019929843386,1.5696139656627959,0.34450597672430794,1.4788407610710408,-1.1144579530189271,-0.7873418871415545,-0.9868119012233645,5,0
2520,0.7646670242533211,1.3073359181506132,-0.8610338215327804,1.657994446356493,0.37662467868634497,-0.4297508119422947,0.8386965776560459,1.656062629461598,-0.05475132863090923,0.001341846559310476,-0.6617394542581272,5,0
1475,0.40912498630131416,-1.9669849408240003,1.2875942251146149,-1.0039189031176607,0.19352259911060218,-1.017799275943792,0.226841547931037,0.15803627023586447,1.7997352640481192,-0.4368157832745035,-0.2553988955515792,6,0
372,-0.30195908960270074,6.218817206612536,-1.1915919825554566,-1.102508286431518,0.10197155932273061,-1.0766041223439415,1.5446831504156715,-0.20978270189549367,1.0049552957571057,0.6147625283266507,-0.41793511903419783,5,0
57,-0.4709065672414237,0.5708233112305452,-0.7752667325579624,1.8171109716918856,0.5001735814818322,3.26340742650313,1.9319488161897034,0.8232813099259612,-0.3311766102216806,0.660068092790692,-0.9602461068947519,5,1
1322,0.44834214451689997,-1.0492548945454807,0.76524713019857,-0.5241661998139866,-0.6262736816018989,-0.657454052698547,-0.8656761636507785,-1.4981786732543596,-0.8495188588397814,-0.6382195990287619,0.9170988723804538,5,1
2772,-0.7760151402053762,0.11667378761439007,-0.11727795923175896,-0.550407739873916,-0.9050898783438557,0.21710249845935226,-0.008487309655504876,-1.6141824136696352,0.806260303684354,-1.0502364650418432,2.1013763449463996,7,0
4346,-0.18344507695203105,-0.08176990080831344,2.9403850302279957,-1.023636779780432,5.961238105746506,0.04068795925890309,-0.7615396539324388,-0.38366076144847167,-1.511847937164434,-0.5244473092412664,-1.0680800129646753,6,0
4853,-1.9611552667120666,-0.2802135892310175,-0.8610338215327804,-0.9842010264548893,0.056196039428794836,-0.9001895831434925,-1.4439933409334103,-1.3433338978274858,0.8724919677086036,1.140551684127227,0.7198184453441369,5,0
292,1.1952317228205385,0.12390518549922787,-0.21041164954723374,0.1143639378694333,0.07509914258231097,0.20322285737011386,0.04659285151459599,1.406296374194994,-0.5903477345307295,-0.10710190692080361,-0.11544086622090897,6,1
1142,-0.8156248341507949,-0.4347424716649192,-0.8266171946498468,-0.09847944135837348,-0.94507951077654,-0.9443463560547672,-1.0481299666838535,-1.6995838772745977,-0.07200548591262876,-0.04808883001991929,0.9170988723804538,6,1
4136,-1.1315571781573832,3.6886601792230604,-0.8610338215327804,-0.2743574665951149,-0.49311019929843386,-0.9001895831434925,-0.24381616724204674,-1.2931767652640918,1.7997352640481192,-0.08628967940745241,1.8575720097224715,6,0
2292,-0.4204731022533693,0.41433932024844616,-0.8610338215327804,-1.023636779780432,0.37662467868634497,0.21710249845935226,1.6388146934502883,-0.43716170284937084,-0.05475132863090923,-0.26155273134097773,-0.49920323077550716,6,0
1170,0.505795189001795,-0.9375253631126514,0.3544434334634949,-0.6660617859658576,-0.5412587938219947,-1.039977123840174,-1.0481299666838535,-0.04064101258180644,-0.7199332966852555,0.06993732378184937,0.07229363170661092,6,1
4656,-1.0130431655067145,0.11667378761439007,0.6264779030692623,0.8692793798456325,0.10197155932273061,1.1579800408617478,0.2503744336896912,-0.10946843676874275,-0.6508363048491708,0.8776571062269384,0.3676566277984892,7,0
1414,0.9654195448809574,-1.1609844259783102,1.638204985760605,-0.24037502751024437,-0.22245296464735387,-1.2312386594109874,-0.9569030651673159,1.406296374194994,-0.7199332966852555,0.7190811696915763,-0.772511608967232,5,1
1248,0.40912498630131416,-0.9747664987104812,-0.19991749948742807,-1.0433546564432035,-0.035355000359076724,-0.9001895831434925,-1.538124883968027,-0.510725497275635,0.8724919677086036,-0.7873418871415545,0.23220977489627956,7,0
2862,-2.0796692793627365,-1.6693194081899447,-0.11727795923175896,-0.944765273129346,-0.8135388385559842,-1.3706283543446902,-1.1380658260709058,-1.3199272359645784,2.52828356831488,0.26423642445959916,1.369963339274613,6,0
2343,-0.18344507695203105,-1.0739883429218329,-0.5304756605101041,-0.9842010264548893,-0.6304367589802412,0.21710249845935226,0.2503744336896912,-0.4973502619254288,1.4023452799026126,0.26423642445959916,-0.011594560327649826,5,0
1086,0.10362387760752874,-1.0492548945454807,0.6625462060148014,1.533319799388144,-0.6900348474368272,-1.2312386594109874,-1.139356868200391,0.33566871071917104,0.4463367627054749,0.010924246880965043,1.1048333703079738,7,1
1878,1.3572370875066664,-0.2802135892310175,-0.6131152007657733,1.5002514330543206,-0.12690604014694828,0.3347121912596517,2.580130123796456,1.5289978936344348,-1.0482262889946776,0.7023940542934126,-1.4744205716712233,6,0
1172,0.7930604114262713,-0.6023367688141634,0.9706489785661079,-0.31132282058617994,-0.2862141304822821,-1.039977123840174,-0.9264940979951368,-0.13604347764399044,-0.2663838291444162,0.483028862088039,1.7619041130542967,6,1
492,1.120209062205328,-0.8755446544991291,-0.6131152007657733,0.4946397232529739,-0.3100081197226911,0.39351703765980145,1.0269596637252794,0.6596075958694705,-0.05475132863090923,-0.26155273134097773,-0.49920323077550716,6,0
564,-0.06493106430136242,2.299554360264133,-0.2825570397430972,-0.4321004798972869,0.925930917413574,0.15829765205920254,0.6269006058281582,0.15803627023586447,0.07771199941759302,-0.6120788352080293,-1.1493481247059845,5,0
2750,-1.2500711908080528,-1.0739883429218329,0.048001121279579305,-0.9053295198038032,-0.035355000359076724,3.5689787432678863,0.7445650346214291,-1.2296443973505284,1.2698819518541102,3.594234411196586,1.0448908923093756,8,0
3750,0.17209696099997587,-1.272432031344537,-0.44783612025443503,1.6382765696937212,0.23929811900453762,-0.370945965542145,0.2503744336896912,1.3016188926805206,-1.511847937164434,-0.8749734131083174,-1.230616236447294,7,0
1296,0.7646670242533211,1.0096703855165579,-0.034638418976089824,-0.2743574665951149,-0.035355000359076724,-0.31214111914199527,-0.17321750996608418,0.05772200510911356,0.8724919677086036,-0.4368157832745035,0.31347788663758885,6,0
2499,0.05358294834930726,-0.18099174501966547,-0.19991749948742807,0.12000006666031521,-0.3100081197226911,0.09949280565905282,0.8622294634147001,-0.08940558374341485,0.8724919677086036,0.001341846559310476,0.7198184453441369,6,0
1237,0.5276389989519829,-0.3794354334423695,0.4611988225579245,-0.550407739873916,-0.9966409181317272,-0.01811688714124663,-0.526210796345897,-0.4104112321489212,-0.12098299265516183,0.17660489849283625,0.31347788663758885,5,0
4262,0.05358294834930726,2.3987762044754852,1.7007919263929605,0.29746095662525884,-0.4473346794044984,-0.7237750439430433,0.7210321488627749,-0.4538807470371565,0.47510198356309685,-0.1739212053742153,1.369963339274613,6,0
3561,0.17209696099997587,2.001888827630077,-1.77006876434514,-0.3729468499089724,0.19352259911060218,-0.7237750439430433,-1.2321973691055226,-0.015841789317150645,-2.174164577406945,-1.225499516975369,-1.230616236447294,5,0
2901,-0.4204731022533693,-0.5778791218650733,-0.11727795923175896,-0.826458013152717,-0.8135388385559842,0.04068795925890309,-1.0910000545535974,-1.0925482350106641,0.5413336475873495,0.8776571062269384,1.1261590040506848,7,0
613,-0.06873525584715741,-0.7699310659634073,0.5598452818310324,-0.7370095790417932,-0.6262736816018989,-0.5618232849131403,-0.5311775247568079,-0.2897474491331072,-0.3311766102216806,0.483028862088039,-0.5847771110397104,5,1
1436,1.9498071507600114,2.795663581320893,3.353582731506341,2.259389684571024,0.23929811900453762,0.9227606552611489,2.4624656950031847,2.164321572770326,-1.3131529450916792,1.8416038918613291,-1.0680800129646753,5,0
2758,-1.2500711908080528,-1.4708757197672406,-0.6131152007657733,-0.2546395899323435,-0.3100081197226911,-0.9589944295436422,-0.8321383112084014,0.2516629176874566,1.137418623805608,-0.1739212053742153,-0.9868119012233645,6,0
3407,-0.894529152856046,0.5135611644597982,-0.11727795923175896,0.2777430799624872,0.2850736388984734,0.9815655016612986,1.0504925494839334,0.8502046996102341,1.3361136158783629,1.4034462620275157,-0.8242756777407458,5,0
1856,3.727517340520047,6.26842812871821,0.7091174433249314,-0.944765273129346,0.4681757184742165,-0.07692173354139635,1.003426777966625,0.9271123028740778,-0.5183729768006685,-0.26155273134097773,-0.41793511903419783,4,0
4250,-0.18344507695203105,-1.6693194081899447,-0.6131152007657733,1.657994446356493,0.33084915879240917,0.5111267304601008,-1.020401397277635,0.9137370675238344,0.07771199941759302,-1.225499516975369,-0.5804713425168164,6,0
505,1.0803256338507474,-0.21128340879926055,1.8436068341281429,0.25625952402130414,-0.32872157437223426,-0.5618232849131403,-0.6224044262733454,0.028260767740937578,-0.9791044209943073,0.7190811696915763,1.9496386109818167,7,1
415,0.16107692209242377,1.1015385855364845,-0.15906118745534942,2.8813278678309184,0.6276959131516887,1.4464228385804017,2.6617640283220028,2.4663237637751236,0.057580076241897156,2.4304603998172203,-1.0541133558585118,5,1
272,1.4824969452450147,-0.8816605973962368,1.5868545236687206,1.036685247856595,-0.34997529631721036,0.1075920895847071,0.5635452934416415,1.3797956894554955,-0.5903477345307295,0.7190811696915763,-0.30317536414843055,5,1
889,-0.4204731022533693,0.2158956318257421,-0.11727795923175896,-0.8658937664782601,-0.0811305202530125,-0.07692173354139635,-1.1380658260709058,-0.7280730717168854,1.2036502878298607,1.6663408399278044,0.3947459983788982,7,0
906,1.7127791254586744,-0.08176990080831344,0.9570360640919388,-1.0039189031176607,0.10197155932273061,-1.605847739945289,-1.5616577697266811,0.12459818186025608,-0.7170679688734205,1.0529201581604641,-0.17413078381026845,4,0
1275,-0.7760151402053762,-0.5778791218650733,-0.5304756605101041,-0.9644831497921176,0.8343798776257024,-0.9001895831434925,-0.14968462420743,-0.07603034839317149,0.21017532746609527,-0.26155273134097773,-1.0680800129646753,6,0
918,0.17209696099997587,-0.3794354334423695,0.048001121279579305,-0.9842010264548893,-0.676212278874177,-0.4885556583424444,-0.7380067681737846,-1.346677706665028,-0.8495312969219228,-0.8749734131083174,1.1261590040506848,6,0
3823,-0.18344507695203105,-0.18099174501966547,1.2875942251146149,0.3368967099508017,0.2850736388984734,0.7463461160606998,1.3799529501050922,0.5191676246920638,0.011480335393340427,-0.08628967940745241,-0.8242756777407458,5,0
3651,-0.6575011275547077,0.41433932024844616,-1.3568710630667946,2.2396718079082523,0.6512777980499593,0.9227606552611489,1.2152227497945127,1.7162511885376561,-0.3859096487521663,-0.08628967940745241,-1.3931524599299125,6,0
106,-0.2985474337867381,-0.6582015345305782,2.100359144587565,-0.5951139928899222,8.06649859389331,0.20322285737011386,0.6851811621303582,0.2932676151359258,-1.497446669612411,3.846774245438443,-1.0541133558585118,5,1
1344,1.827215212154386,-0.6023367688141634,1.0733499027498765,0.0434161447934977,-0.22245296464735387,-0.7530848204839538,-0.8048582293064203,0.9398843227797677,-1.4326538885351494,-0.7562457528305305,0.5416298765254124,5,1
71,-0.06493106430136242,0.2158956318257421,-0.8610338215327804,-0.353228973246201,0.6970533179438951,0.8933582320610741,2.3565677090892407,0.592731419118328,0.8724919677086036,0.9652886321937013,-0.8242756777407458,5,0
13,-0.30195908960270074,-1.1732101871331848,0.5438383628135937,-0.9644831497921176,-0.0811305202530125,0.7463461160606998,0.10917711913776605,-0.9454206461581357,2.3295885762421285,0.26423642445959916,1.5324995627572329,7,0
